Dateiname;Ort;Kategorie/Signatur;Typ;Datum;Nummer;Format;Dateigröße
Deutschen Haus, Gastwirtschaft zum_F Mon 3436_Kriegs-Speisenkarte_Sommer 1916_01.jpg;Deutschen Haus, Gastwirtschaft zum;;Kriegs-Speisenkarte;Sommer 1916;1;JPG;13,545 MB
Deutschen Haus, Gastwirtschaft zum_F Mon 3436_Kriegs-Speisenkarte_Sommer 1916_02.jpg;Deutschen Haus, Gastwirtschaft zum;;Kriegs-Speisenkarte;Sommer 1916;2;JPG;12,670 MB
Deutschen Haus, Gastwirtschaft zum_o. Sign_Kriegs-Speisenkarte_18.07.1916;Deutschen Haus, Gastwirtschaft zum;o. Sign;Kriegs-Speisenkarte;18.07.1916;;DIR;25,161 MB
Deutschen Haus, Gastwirtschaft zum_o. Sign_Kriegs-Speisenkarte_18.07.1916_01.jpg;Deutschen Haus, Gastwirtschaft zum;;Kriegs-Speisenkarte;18.07.1916;1;JPG;11,997 MB
Deutschen Haus, Gastwirtschaft zum_o. Sign_Kriegs-Speisenkarte_18.07.1916_02.jpg;Deutschen Haus, Gastwirtschaft zum;;Kriegs-Speisenkarte;18.07.1916;2;JPG;13,164 MB
Deutsches Eck;Deutsches Eck;;;;;DIR;25,998 MB
Deutsches Eck, Gaststätte_Abendkarte_26.08.1938;Deutsches Eck, Gaststätte;;Abendkarte;26.08.1938;;DIR;25,998 MB
Deutsches Eck, Gaststätte_Abendkarte_26.08.1938_01.jpg;Deutsches Eck, Gaststätte;;Abendkarte;26.08.1938;1;JPG;8,677 MB
Deutsches Eck, Gaststätte_Abendkarte_26.08.1938_02.jpg;Deutsches Eck, Gaststätte;;Abendkarte;26.08.1938;2;JPG;17,321 MB
Deutsches Haus;Deutsches Haus;;;;;DIR;741,275 MB
Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915;Deutsches Haus, Restaurant;F Mon 3399;Abend-Speisen-Karte;08.11.1915;;DIR;43,182 MB
Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_01.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;08.11.1915;1;JPG;13,950 MB
Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_02.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;08.11.1915;2;JPG;20,873 MB
Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_03.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;08.11.1915;3;JPG;8,360 MB
Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915;Deutsches Haus, Restaurant;F Mon 3400;Mittag-Speisen-Karte;08.11.1915;;DIR;40,282 MB
Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_01.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;08.11.1915;1;JPG;13,650 MB
Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_02.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;08.11.1915;2;JPG;18,742 MB
Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_03.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;08.11.1915;3;JPG;7,890 MB
Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915;Deutsches Haus, Restaurant;F Mon 3401;Mittag-Speisen-Karte;10.11.1915;;DIR;41,015 MB
Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_01.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;10.11.1915;1;JPG;13,115 MB
Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_02.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;10.11.1915;2;JPG;19,088 MB
Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_03.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;10.11.1915;3;JPG;8,812 MB
Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915;Deutsches Haus, Restaurant;F Mon 3402;Mittag-Speisen-Karte;06.11.1915;;DIR;40,494 MB
Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_01.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;06.11.1915;1;JPG;13,139 MB
Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_02.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;06.11.1915;2;JPG;19,806 MB
Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_03.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;06.11.1915;3;JPG;7,549 MB
Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915;Deutsches Haus, Restaurant;F Mon 3403;Abend-Speisen-Karte;07.11.1915;;DIR;46,436 MB
Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_01.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;07.11.1915;1;JPG;14,320 MB
Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_02.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;07.11.1915;2;JPG;23,280 MB
Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_03.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;07.11.1915;3;JPG;8,836 MB
Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915;Deutsches Haus, Restaurant;F Mon 3404;Mittag-Speisen-Karte;07.11.1915;;DIR;40,134 MB
Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_01.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;07.11.1915;1;JPG;13,122 MB
Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_02.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;07.11.1915;2;JPG;19,458 MB
Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_03.jpg;Deutsches Haus, Restaurant;;Mittag-Speisen-Karte;07.11.1915;3;JPG;7,555 MB
Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915;Deutsches Haus, Restaurant;F Mon 3405;Abend-Speisen-Karte;06.11.1915;;DIR;44,971 MB
Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_01.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;06.11.1915;1;JPG;14,985 MB
Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_02.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;06.11.1915;2;JPG;21,385 MB
Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_03.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;06.11.1915;3;JPG;8,601 MB
Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915;Deutsches Haus, Restaurant;F Mon 3406;Abend-Speisen-Karte;10.11.1915;;DIR;48,143 MB
Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_01.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;10.11.1915;1;JPG;15,014 MB
Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_02.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;10.11.1915;2;JPG;23,351 MB
Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_03.jpg;Deutsches Haus, Restaurant;;Abend-Speisen-Karte;10.11.1915;3;JPG;9,778 MB
Deutsches Theater;Deutsches Theater;;;;;DIR;152,525 MB
Deutsches Theater, Bar_Getränkekarte_ca. 1947;Deutsches Theater, Bar;;Getränkekarte;ca. 1947;;DIR;7,340 MB
Deutsches Theater, Bar_Getränkekarte_ca. 1947_01.jpg;Deutsches Theater, Bar;;Getränkekarte;ca. 1947;1;JPG;3,584 MB
Deutsches Theater, Bar_Getränkekarte_ca. 1947_02.jpg;Deutsches Theater, Bar;;Getränkekarte;ca. 1947;2;JPG;3,756 MB
Deutsches Theater, Bar_Speisenkarte_05.09.1945;Deutsches Theater, Bar;;Speisenkarte;05.09.1945;;DIR;13,228 MB
Deutsches Theater, Bar_Speisenkarte_05.09.1945_01.jpg;Deutsches Theater, Bar;;Speisenkarte;05.09.1945;1;JPG;6,541 MB
Deutsches Theater, Bar_Speisenkarte_05.09.1945_02.jpg;Deutsches Theater, Bar;;Speisenkarte;05.09.1945;2;JPG;6,687 MB
Deutsches Theater, Bar_Speisenkarte_06.12.1946;Deutsches Theater, Bar;;Speisenkarte;06.12.1946;;DIR;10,880 MB
Deutsches Theater, Bar_Speisenkarte_06.12.1946_01.jpg;Deutsches Theater, Bar;;Speisenkarte;06.12.1946;1;JPG;5,292 MB
Deutsches Theater, Bar_Speisenkarte_06.12.1946_02.jpg;Deutsches Theater, Bar;;Speisenkarte;06.12.1946;2;JPG;5,588 MB
Deutsches Theater, Bar_Speisenkarte_07.09.1945;Deutsches Theater, Bar;;Speisenkarte;07.09.1945;;DIR;17,171 MB
Deutsches Theater, Bar_Speisenkarte_07.09.1945_01.jpg;Deutsches Theater, Bar;;Speisenkarte;07.09.1945;1;JPG;7,232 MB
Deutsches Theater, Bar_Speisenkarte_07.09.1945_02.jpg;Deutsches Theater, Bar;;Speisenkarte;07.09.1945;2;JPG;6,989 MB
Deutsches Theater, Bar_Speisenkarte_07.09.1945_03.jpg;Deutsches Theater, Bar;;Speisenkarte;07.09.1945;3;JPG;2,950 MB
Deutsches Theater, Bar_Speisenkarte_07.11.1947;Deutsches Theater, Bar;;Speisenkarte;07.11.1947;;DIR;16,836 MB
Deutsches Theater, Bar_Speisenkarte_07.11.1947_01.jpg;Deutsches Theater, Bar;;Speisenkarte;07.11.1947;1;JPG;7,649 MB
Deutsches Theater, Bar_Speisenkarte_07.11.1947_02.jpg;Deutsches Theater, Bar;;Speisenkarte;07.11.1947;2;JPG;9,187 MB
Deutsches Theater, Bar_Speisenkarte_09.09.1945;Deutsches Theater, Bar;;Speisenkarte;09.09.1945;;DIR;16,730 MB
Deutsches Theater, Bar_Speisenkarte_09.09.1945_01.jpg;Deutsches Theater, Bar;;Speisenkarte;09.09.1945;1;JPG;6,573 MB
Deutsches Theater, Bar_Speisenkarte_09.09.1945_02.jpg;Deutsches Theater, Bar;;Speisenkarte;09.09.1945;2;JPG;7,274 MB
Deutsches Theater, Bar_Speisenkarte_09.09.1945_03.jpg;Deutsches Theater, Bar;;Speisenkarte;09.09.1945;3;JPG;2,883 MB
Deutsches Theater, Gaststätte_Speisenkarte_05.10.1945;Deutsches Theater, Gaststätte;;Speisenkarte;05.10.1945;;DIR;11,694 MB
Deutsches Theater, Gaststätte_Speisenkarte_05.10.1945_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;05.10.1945;1;JPG;5,900 MB
Deutsches Theater, Gaststätte_Speisenkarte_05.10.1945_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;05.10.1945;2;JPG;5,794 MB
Deutsches Theater, Gaststätte_Speisenkarte_08.11.1947;Deutsches Theater, Gaststätte;;Speisenkarte;08.11.1947;;DIR;12,188 MB
Deutsches Theater, Gaststätte_Speisenkarte_08.11.1947_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;08.11.1947;1;JPG;6,211 MB
Deutsches Theater, Gaststätte_Speisenkarte_08.11.1947_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;08.11.1947;2;JPG;5,977 MB
Deutsches Theater, Gaststätte_Speisenkarte_09.10.1946;Deutsches Theater, Gaststätte;;Speisenkarte;09.10.1946;;DIR;12,254 MB
Deutsches Theater, Gaststätte_Speisenkarte_09.10.1946_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;09.10.1946;1;JPG;5,780 MB
Deutsches Theater, Gaststätte_Speisenkarte_09.10.1946_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;09.10.1946;2;JPG;6,474 MB
Deutsches Theater, Gaststätte_Speisenkarte_11.09.1945;Deutsches Theater, Gaststätte;;Speisenkarte;11.09.1945;;DIR;11,927 MB
Deutsches Theater, Gaststätte_Speisenkarte_11.09.1945_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;11.09.1945;1;JPG;6,276 MB
Deutsches Theater, Gaststätte_Speisenkarte_11.09.1945_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;11.09.1945;2;JPG;5,651 MB
Deutsches Theater, Gaststätte_Speisenkarte_21.08.1945;Deutsches Theater, Gaststätte;;Speisenkarte;21.08.1945;;DIR;10,710 MB
Deutsches Theater, Gaststätte_Speisenkarte_21.08.1945_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;21.08.1945;1;JPG;5,562 MB
Deutsches Theater, Gaststätte_Speisenkarte_21.08.1945_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;21.08.1945;2;JPG;5,149 MB
Deutsches Theater, Gaststätte_Speisenkarte_27.09.1945;Deutsches Theater, Gaststätte;;Speisenkarte;27.09.1945;;DIR;11,566 MB
Deutsches Theater, Gaststätte_Speisenkarte_27.09.1945_01.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;27.09.1945;1;JPG;5,838 MB
Deutsches Theater, Gaststätte_Speisenkarte_27.09.1945_02.jpg;Deutsches Theater, Gaststätte;;Speisenkarte;27.09.1945;2;JPG;5,728 MB
Donisl am Marienplatz;Donisl am Marienplatz;;;;;DIR;72,248 MB
Donisl am Marienplatz_Bürgerstube-Karte_ca. 1959;Donisl am Marienplatz;;Bürgerstube-Karte;ca. 1959;;DIR;14,612 MB
Donisl am Marienplatz_Bürgerstube-Karte_ca. 1959_01.jpg;Donisl am Marienplatz;;Bürgerstube-Karte;ca. 1959;1;JPG;8,376 MB
Donisl am Marienplatz_Bürgerstube-Karte_ca. 1959_02.jpg;Donisl am Marienplatz;;Bürgerstube-Karte;ca. 1959;2;JPG;6,237 MB
Donisl am Marienplatz_Lokal-Karte_ca. 1959;Donisl am Marienplatz;;Lokal-Karte;ca. 1959;;DIR;14,870 MB
Donisl am Marienplatz_Lokal-Karte_ca. 1959_01.jpg;Donisl am Marienplatz;;Lokal-Karte;ca. 1959;1;JPG;8,518 MB
Donisl am Marienplatz_Lokal-Karte_ca. 1959_02.jpg;Donisl am Marienplatz;;Lokal-Karte;ca. 1959;2;JPG;6,353 MB
Donisl am Marienplatz_Schwemmekarte_ca. 1959;Donisl am Marienplatz;;Schwemmekarte;ca. 1959;;DIR;13,420 MB
Donisl am Marienplatz_Schwemmekarte_ca. 1959_01.jpg;Donisl am Marienplatz;;Schwemmekarte;ca. 1959;1;JPG;7,570 MB
Donisl am Marienplatz_Schwemmekarte_ca. 1959_02.jpg;Donisl am Marienplatz;;Schwemmekarte;ca. 1959;2;JPG;5,849 MB
Donisl am Marienplatz_Speisenkarte_1960;Donisl am Marienplatz;;Speisenkarte;13.05.1905;;DIR;29,346 MB
Donisl am Marienplatz_Speisenkarte_1960_01.jpg;Donisl am Marienplatz;;Speisenkarte;13.05.1905;1;JPG;12,317 MB
Donisl am Marienplatz_Speisenkarte_1960_02.jpg;Donisl am Marienplatz;;Speisenkarte;13.05.1905;2;JPG;10,824 MB
Donisl am Marienplatz_Speisenkarte_1960_03.jpg;Donisl am Marienplatz;;Speisenkarte;13.05.1905;3;JPG;6,205 MB
